Molecule ChEMBL ID;"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties",,,,
CHEMBL1580883;"";"0";"278.31";"0";"3.36";"SID49645260";"COc1ccc(-c2nn(-c3ccccc3)cc2C=O)cc1";"IC50";"'='";"81000.0";"nM";"4.09";"";"Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1737963";"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS for the identification of inhibitors of NALP3 in yeast using a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"",,
CHEMBL1313152;"";"0";"252.28";"0";"2.24";"SID17433209";"c1ccc(OCc2nnnn2-c2ccccc2)cc1";"IC50";"'='";"6000.0";"nM";"5.22";"";"Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1737963";"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS for the identification of inhibitors of NALP3 in yeast using a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"",,
CHEMBL1530042;"";"0";"321.30";"0";"4.00";"SID864095";"CC1CC(=O)c2cnc(Nc3cccc(C(F)(F)F)c3)nc2C1";"IC50";"'='";"46000.0";"nM";"4.34";"";"Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1737963";"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS for the identification of inhibitors of NALP3 in yeast using a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"",,
CHEMBL1596681;"";"0";"381.40";"0";"4.70";"SID14718880";"Br.CCCCCCCCCn1c2c(c(=N)c3c1CCC3)CCC2";"IC50";"'='";"9020.0";"nM";"5.04";"";"Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1737963";"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS for the identification of inhibitors of NALP3 in yeast using a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"",,
CHEMBL1457403;"";"0";"378.91";"0";"4.09";"SID57261334";"CCN(CC)c1ccc2nc3ccc(N)cc3[n+](-c3ccccc3)c2c1.[Cl-]";"IC50";"'='";"4790.0";"nM";"5.32";"";"Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1737963";"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS for the identification of inhibitors of NALP3 in yeast using a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"",,
CHEMBL2355051;"CLOMIPHENE";"4";"405.97";"1";"6.56";"SID11532948";"CCN(CC)CCOc1ccc(C(=C(Cl)c2ccccc2)c2ccccc2)cc1";"IC50";"'='";"29300.0";"nM";"4.53";"";"Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1737963";"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS for the identification of inhibitors of NALP3 in yeast using a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"",,
CHEMBL1412902;"";"0";"341.36";"0";"4.50";"SID49643282";"O=C(Nc1scc(-c2ccccc2)c1C(=O)O)c1ccc(F)cc1";"IC50";"'='";"10300.0";"nM";"4.99";"";"Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1737963";"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS for the identification of inhibitors of NALP3 in yeast using a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"",,
CHEMBL1732520;"";"0";"319.36";"0";"4.08";"SID46500089";"Cc1ccc(C2=NOC(C)(c3nnc(-c4ccccc4)o3)C2)cc1";"IC50";"'='";"41200.0";"nM";"4.38";"";"Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1737963";"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS for the identification of inhibitors of NALP3 in yeast using a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"",,
CHEMBL2000196;"";"0";"310.38";"0";"3.65";"SID14742458";"CC(=O)N(/N=C1\Sc2ccccc2C1=O)c1ccccc1C";"IC50";"'='";"8340.0";"nM";"5.08";"";"Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1737963";"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS for the identification of inhibitors of NALP3 in yeast using a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"",,
CHEMBL1602195;"";"0";"274.32";"0";"1.60";"SID24830824";"CCCCCNC(=O)C(=O)C1C(=O)Nc2ccccc21";"IC50";"'='";"1780.0";"nM";"5.75";"";"Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1738451";"PUBCHEM_BIOASSAY: Dose Response confirmation of inhibitors of NALP3 in yeast using a Caspase-1-ASC counter screen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"",,
CHEMBL1707377;"";"0";"329.38";"0";"1.82";"SID51085738";"O=C(NCCCc1ccccc1)c1c(O)nc2sccn2c1=O";"IC50";"'='";"2420.0";"nM";"5.62";"";"Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1738451";"PUBCHEM_BIOASSAY: Dose Response confirmation of inhibitors of NALP3 in yeast using a Caspase-1-ASC counter screen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"",,
CHEMBL4646037;"";"0";"463.58";"1";"6.01";"20";"Cc1ccc(S(=O)(=Nc2ccc(F)cc2)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)cc1";"IC50";"'>'";"1000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4605569";"Inhibition of NLRP3 inflammasome activation in LPS-primed human THP1 cells assessed as reduction in IL-1beta level preincubated for 1 hr followed by addition of ATP and nigericin further incubated for 1 hrs and measured post ATP addition 1 hr by ELISA method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-1";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4602705";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"CHEMBL3307574";"",,,
CHEMBL4647321;"";"0";"394.50";"0";"4.02";"15";"Cc1ccc(S(=O)(=NC#N)NC(=O)Nc2c3c(cc4c2CCC4)CCC3)cc1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4605574";"Inhibition of NLRP3 inflammasome activation in LPS-primed human THP1 cells assessed as reduction in TNF alpha level preincubated for 1 hr followed by addition of monosodium urate crystals further incubated for 16 hrs and measured post monosodium urate crystals addition 1 hr by ELISA method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-1";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4602705";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"CHEMBL3307574";"",,,
CHEMBL4641961;"";"0";"405.48";"0";"3.58";"31";"N#CN=S(=O)(NC(=O)Nc1c2c(cc3c1CCC3)CCC2)c1cccc(C#N)c1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL4605574";"Inhibition of NLRP3 inflammasome activation in LPS-primed human THP1 cells assessed as reduction in TNF alpha level preincubated for 1 hr followed by addition of monosodium urate crystals further incubated for 16 hrs and measured post monosodium urate crystals addition 1 hr by ELISA method";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"THP-1";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL4602705";"1";"Scientific Literature";"ACS Med Chem Lett";"2020";"CHEMBL3307574";"",,,
CHEMBL1457403;"";"0";"378.91";"0";"4.09";"SID57261334";"CCN(CC)c1ccc2nc3ccc(N)cc3[n+](-c3ccccc3)c2c1.[Cl-]";"IC50";"'='";"1080.0";"nM";"5.97";"";"Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1738451";"PUBCHEM_BIOASSAY: Dose Response confirmation of inhibitors of NALP3 in yeast using a Caspase-1-ASC counter screen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"",,
CHEMBL1490692;"";"0";"431.24";"1";"6.27";"SID26666845";"O=C(Nc1cccc(Cl)c1)c1cc(N=Nc2ccc([N+](=O)[O-])cc2Cl)ccc1O";"IC50";"'='";"566.0";"nM";"6.25";"";"Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1738451";"PUBCHEM_BIOASSAY: Dose Response confirmation of inhibitors of NALP3 in yeast using a Caspase-1-ASC counter screen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"",,
CHEMBL601543;"";"0";"610.73";"1";"7.85";"SID24827750";"CCN1/C(=C/C=C/c2oc3ccc(-c4ccccc4)cc3[n+]2CC)Oc2ccc(-c3ccccc3)cc21.CCOS(=O)(=O)[O-]";"IC50";"'='";"8930.0";"nM";"5.05";"";"Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1738451";"PUBCHEM_BIOASSAY: Dose Response confirmation of inhibitors of NALP3 in yeast using a Caspase-1-ASC counter screen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"",,
CHEMBL1596681;"";"0";"381.40";"0";"4.70";"SID14718880";"Br.CCCCCCCCCn1c2c(c(=N)c3c1CCC3)CCC2";"IC50";"'='";"6260.0";"nM";"5.20";"";"Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1738451";"PUBCHEM_BIOASSAY: Dose Response confirmation of inhibitors of NALP3 in yeast using a Caspase-1-ASC counter screen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"",,
CHEMBL1339245;"";"0";"375.38";"0";"3.30";"SID17514380";"COc1ccc(CNC(=O)c2c(C)oc3c2C(=O)c2ccccc2C3=O)cc1";"IC50";"'='";"3110.0";"nM";"5.51";"";"Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1738451";"PUBCHEM_BIOASSAY: Dose Response confirmation of inhibitors of NALP3 in yeast using a Caspase-1-ASC counter screen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"",,
CHEMBL1347185;"";"0";"317.69";"0";"2.86";"SID24824347";"O=c1c2cc(Cl)ccc2nc(-c2ccc([N+](=O)[O-])cc2)n1O";"IC50";"'='";"2700.0";"nM";"5.57";"";"Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1738451";"PUBCHEM_BIOASSAY: Dose Response confirmation of inhibitors of NALP3 in yeast using a Caspase-1-ASC counter screen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"",,
CHEMBL1398317;"";"0";"227.26";"0";"2.95";"SID56462847";"COc1cccc(NC(=O)c2ccccc2)c1";"IC50";"'='";"13700.0";"nM";"4.86";"";"Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1737963";"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS for the identification of inhibitors of NALP3 in yeast using a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"",,
CHEMBL3191011;"";"0";"450.46";"1";"2.38";"SID24801055";"O=[N+]([O-])c1cccc(/C=N/Nc2nc(NCc3ccccc3)nc(N3CCOCC3)n2)c1O";"IC50";"'='";"24300.0";"nM";"4.61";"";"Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1737963";"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS for the identification of inhibitors of NALP3 in yeast using a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"",,
CHEMBL1703295;"";"0";"308.29";"0";"2.37";"SID56322652";"COc1c(OC(C)=O)c(=O)n2c3ccccc3c3ccnc1c32";"IC50";"'='";"1580.0";"nM";"5.80";"";"Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1737963";"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS for the identification of inhibitors of NALP3 in yeast using a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"",,
CHEMBL1525362;"";"0";"265.36";"0";"4.32";"SID49641572";"c1ccc(C2Nc3ccccc3C3OCCCC23)cc1";"IC50";"'='";"7360.0";"nM";"5.13";"";"Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1737963";"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS for the identification of inhibitors of NALP3 in yeast using a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"",,
CHEMBL1505335;"";"0";"346.48";"0";"3.29";"SID24790921";"Cc1ccc(S(=O)(=O)N2CCN=C2SCc2ccccc2)cc1";"IC50";"'='";"41800.0";"nM";"4.38";"";"Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1737963";"PUBCHEM_BIOASSAY: Dose Response confirmation of uHTS for the identification of inhibitors of NALP3 in yeast using a luminescent assay. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"",,
CHEMBL16312;"4'-METHOXYFLAVONE";"0";"252.27";"0";"3.47";"SID26657967";"COc1ccc(-c2cc(=O)c3ccccc3o2)cc1";"IC50";"'='";"5400.0";"nM";"5.27";"";"Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1738451";"PUBCHEM_BIOASSAY: Dose Response confirmation of inhibitors of NALP3 in yeast using a Caspase-1-ASC counter screen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"",,
CHEMBL1412902;"";"0";"341.36";"0";"4.50";"SID49643282";"O=C(Nc1scc(-c2ccccc2)c1C(=O)O)c1ccc(F)cc1";"IC50";"'='";"4030.0";"nM";"5.39";"";"Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1738451";"PUBCHEM_BIOASSAY: Dose Response confirmation of inhibitors of NALP3 in yeast using a Caspase-1-ASC counter screen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"",,
CHEMBL1076347;"TRICLOCARBAN";"4";"315.59";"1";"5.29";"SID85148633";"O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1";"IC50";"'='";"805.0";"nM";"6.09";"";"Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1738451";"PUBCHEM_BIOASSAY: Dose Response confirmation of inhibitors of NALP3 in yeast using a Caspase-1-ASC counter screen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"",,
CHEMBL3192672;"";"0";"282.35";"0";"2.97";"SID14741635";"C=CCc1c(C)nc(C)nc1N/N=C/c1ccccc1O";"IC50";"'='";"9370.0";"nM";"5.03";"";"Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1738451";"PUBCHEM_BIOASSAY: Dose Response confirmation of inhibitors of NALP3 in yeast using a Caspase-1-ASC counter screen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"",,
CHEMBL1398317;"";"0";"227.26";"0";"2.95";"SID56462847";"COc1cccc(NC(=O)c2ccccc2)c1";"IC50";"'='";"4540.0";"nM";"5.34";"";"Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1738451";"PUBCHEM_BIOASSAY: Dose Response confirmation of inhibitors of NALP3 in yeast using a Caspase-1-ASC counter screen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"",,
CHEMBL1331770;"";"0";"351.36";"0";"1.63";"SID49730057";"Cc1cccc(C(=O)NNC(=O)c2c(O)c3ccccc3n(C)c2=O)c1";"IC50";"'='";"640.0";"nM";"6.19";"";"Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1738451";"PUBCHEM_BIOASSAY: Dose Response confirmation of inhibitors of NALP3 in yeast using a Caspase-1-ASC counter screen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"",,
CHEMBL1363164;"";"0";"419.35";"0";"4.65";"SID17387241";"COc1cc(CNCCc2ccccc2)ccc1OCc1ccc(Cl)nc1.Cl";"IC50";"'='";"4860.0";"nM";"5.31";"";"Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1738451";"PUBCHEM_BIOASSAY: Dose Response confirmation of inhibitors of NALP3 in yeast using a Caspase-1-ASC counter screen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"",,
CHEMBL2001888;"";"0";"622.45";"1";"3.70";"SID74373544";"CCC1Nc2ncnc(N3CCN(c4ccccn4)CC3)c2N(Cc2ccc(Br)cc2)C1=O.O=C(O)C(F)(F)F";"IC50";"'='";"3300.0";"nM";"5.48";"";"Active";"UO_0000065";"";"";"";"";"0";"CHEMBL1738451";"PUBCHEM_BIOASSAY: Dose Response confirmation of inhibitors of NALP3 in yeast using a Caspase-1-ASC counter screen. (Class of assay: confirmatory) [Related pubchem assays (depositor defined):AID2825, AID2832]";"F";"BAO_0000019";"assay format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL1741208";"NACHT, LRR and PYD domains-containing protein 3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1201862";"7";"PubChem BioAssays";"";"";"None";"",,
